"","UsageClass","CheckoutType","MaterialType","CheckoutYear","CheckoutMonth","Checkouts","Title","ISBN","Creator","Subjects","Publisher","PublicationYear"
"3223","Physical","Horizon","BOOK",2022,3,11,"The demigod diaries / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction, Mythological fiction","Disney/Hyperion Books,","2012"
"3224","Digital","OverDrive","AUDIOBOOK",2022,3,13,"Daughter of the Deep (unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Suspense","Findaway","2021"
"3225","Digital","OverDrive","EBOOK",2022,3,21,"Daughter of the Deep","","Rick Riordan","Juvenile Fiction, Suspense","Disney Digital Books","2021"
"3226","Digital","OverDrive","EBOOK",2022,3,13,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3227","Digital","OverDrive","AUDIOBOOK",2022,3,29,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2006"
"3228","Physical","Horizon","BOOK",2022,3,24,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"3229","Physical","Horizon","BOOK",2022,3,13,"Camp Jupiter classified : a probatio's journal / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Camps Juvenile fiction, Diaries Juvenile fiction, Mythology Roman Fiction, Camps Fiction, Diaries Fiction, Fantasy fiction, Fantasy fiction, Diary fiction","Disney-Hyperion,","2020"
"3230","Digital","OverDrive","AUDIOBOOK",2022,3,12,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3231","Digital","OverDrive","AUDIOBOOK",2022,3,10,"The Son of Neptune: The Heroes of Olympus Series, Book 2 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2011"
"3232","Digital","OverDrive","AUDIOBOOK",2022,3,13,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3233","Digital","OverDrive","EBOOK",2022,3,19,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3234","Physical","Horizon","BOOK",2022,3,17,"The blood of Olympus / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Gaia Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2014"
"3235","Physical","Horizon","BOOK",2022,3,19,"The lightning thief / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2005"
"3236","Digital","OverDrive","AUDIOBOOK",2022,3,15,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"3237","Physical","Horizon","BOOK",2022,3,10,"The mark of Athena / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Mythological fiction","Disney-Hyperion Books,","2012"
"3238","Digital","OverDrive","AUDIOBOOK",2022,3,12,"The Lost Hero: The Heroes of Olympus Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2010"
"3239","Physical","Horizon","BOOK",2022,3,10,"The lost hero / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"3240","Digital","OverDrive","AUDIOBOOK",2022,3,15,"The Burning Maze: The Trials of Apollo Series, Book 3 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2018"
"3241","Physical","Horizon","BOOK",2022,3,15,"The last Olympian / Rick Riordan.","","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2009"
"3242","Digital","OverDrive","AUDIOBOOK",2022,3,18,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2015"
"3243","Digital","OverDrive","EBOOK",2022,3,22,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3244","Digital","OverDrive","EBOOK",2022,3,22,"The Red Pyramid: The Kane Chronicles, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3245","Digital","OverDrive","EBOOK",2022,3,16,"The Dark Prophecy: Trials of Apollo Series, Book 2","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3246","Physical","Horizon","BOOK",2022,3,14,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"3247","Digital","OverDrive","EBOOK",2022,3,15,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3248","Physical","Horizon","BOOK",2022,3,13,"The battle of the Labyrinth / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Labyrinths Juvenile fiction, Camps Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Hyperion Books for Children,","2008"
"3249","Digital","OverDrive","EBOOK",2022,3,14,"The Blood of Olympus: The Heroes of Olympus Series, Book 5","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2015"
"3250","Digital","OverDrive","AUDIOBOOK",2022,3,15,"The Hidden Oracle: The Trials of Apollo Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3251","Physical","Horizon","BOOK",2022,3,12,"The Titan's curse / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Miramax Books / Hyperion Books for Children,","2007"
"3252","Physical","Horizon","BOOK",2022,3,14,"The hidden oracle / Rick Riordan.","","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Mythological fiction","Disney-Hyperion,","2016"
"3253","Physical","Horizon","BOOK",2022,3,11,"The tyrant's tomb / Rick Riordan.","","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Heroes Juvenile fiction, Fantasy fiction","Disney-Hyperion,","2019"
"3254","Digital","OverDrive","AUDIOBOOK",2022,3,16,"The Tyrant's Tomb: The Trials of Apollo Series, Book 4 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2019"
"3255","Digital","OverDrive","AUDIOBOOK",2022,4,33,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2006"
"3256","Physical","Horizon","BOOK",2022,4,11,"The tower of Nero / Rick Riordan.","","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Adventure and adventurers Fiction, Manhattan New York N Y Juvenile fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2020"
"3257","Physical","Horizon","BOOK",2022,4,10,"The sword of summer / Rick Riordan.","","Riordan, Rick","Chase Magnus Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Mythological fiction","Disney Hyperion,","2015"
"3258","Digital","OverDrive","AUDIOBOOK",2022,4,11,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3259","Digital","OverDrive","EBOOK",2022,4,11,"The Serpent's Shadow: The Kane Chronicles, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2014"
"3260","Digital","OverDrive","AUDIOBOOK",2022,4,13,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2008"
"3261","Physical","Horizon","BOOK",2022,4,18,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"3262","Digital","OverDrive","EBOOK",2022,4,11,"Demigods and Monsters: Your Favorite Authors on Rick Riordan's Percy Jackson and the Olympians Series","","Rick Riordan","Juvenile Fiction, Science Fiction","Random House, Inc.","2013"
"3263","Digital","OverDrive","EBOOK",2022,4,16,"Daughter of the Deep","","Rick Riordan","Juvenile Fiction, Suspense","Disney Digital Books","2021"
"3264","Digital","OverDrive","AUDIOBOOK",2022,4,13,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3265","Digital","OverDrive","EBOOK",2022,4,10,"The Blood of Olympus: The Heroes of Olympus Series, Book 5","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2015"
"3266","Digital","OverDrive","EBOOK",2022,4,17,"The Dark Prophecy: Trials of Apollo Series, Book 2","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3267","Physical","Horizon","BOOK",2022,4,18,"The lightning thief / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2005"
"3268","Physical","Horizon","BOOK",2022,4,19,"Daughter of the deep / by Rick Riordan; [illustrated by Lavanya Naidu].","","Riordan, Rick","Underwater exploration Juvenile fiction, Marine sciences Juvenile fiction, High schools Fiction, Schools Juvenile fiction, Characters and characteristics in literature Juvenile fiction, Orphans Juvenile fiction, East Indian Americans Juvenile fiction, Adventure and adventurers Fiction, Underwater exploration Fiction, Marine sciences Fiction, High schools Fiction, Schools Fiction, Characters in literature Fiction, Orphans Fiction, East Indian Americans Fiction, Action and adventure fiction","Disney Hyperion,","2021"
"3269","Digital","OverDrive","AUDIOBOOK",2022,4,12,"The Tyrant's Tomb: The Trials of Apollo Series, Book 4 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2019"
"3270","Physical","Horizon","BOOK",2022,4,14,"Camp Jupiter classified : a probatio's journal / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Camps Juvenile fiction, Diaries Juvenile fiction, Mythology Roman Fiction, Camps Fiction, Diaries Fiction, Fantasy fiction, Fantasy fiction, Diary fiction","Disney-Hyperion,","2020"
"3271","Physical","Horizon","BOOK",2022,4,17,"The Titan's curse / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Miramax Books / Hyperion Books for Children,","2007"
"3272","Digital","OverDrive","EBOOK",2022,4,14,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3273","Digital","OverDrive","EBOOK",2022,4,14,"The Red Pyramid: The Kane Chronicles, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3274","Physical","Horizon","BOOK",2022,4,11,"The tyrant's tomb / Rick Riordan.","","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Heroes Juvenile fiction, Fantasy fiction","Disney-Hyperion,","2019"
"3275","Digital","OverDrive","AUDIOBOOK",2022,4,17,"The Dark Prophecy: The Trials of Apollo Series, Book 2 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2017"
"3276","Digital","OverDrive","AUDIOBOOK",2022,4,14,"The Burning Maze: The Trials of Apollo Series, Book 3 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2018"
"3277","Digital","OverDrive","AUDIOBOOK",2022,4,11,"Daughter of the Deep (unabridged)","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Suspense","Findaway","2021"
"3278","Digital","OverDrive","AUDIOBOOK",2022,4,11,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2015"
"3279","Physical","Horizon","BOOK",2022,4,11,"The demigod diaries / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction, Mythological fiction","Disney/Hyperion Books,","2012"
"3280","Physical","Horizon","BOOK",2022,4,10,"The last Olympian / Rick Riordan.","","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2009"
"3281","Digital","OverDrive","AUDIOBOOK",2022,4,14,"The Hidden Oracle: The Trials of Apollo Series, Book 1 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3282","Digital","OverDrive","EBOOK",2022,4,11,"The Titan's Curse: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 3","","Rick Riordan","Comic and Graphic Books, Juvenile Fiction, Mythology","Disney Digital Books","2016"
"3283","Digital","OverDrive","EBOOK",2022,4,19,"The Tower of Nero: The Trials of Apollo Series, Book 5","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2020"
"3284","Digital","OverDrive","AUDIOBOOK",2022,4,10,"The Blood of Olympus: The Heroes of Olympus Series, Book 5 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2014"
"3285","Physical","Horizon","BOOK",2022,4,15,"The battle of the Labyrinth / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Labyrinths Juvenile fiction, Camps Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Hyperion Books for Children,","2008"
"3286","Digital","OverDrive","EBOOK",2022,4,10,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3287","Digital","OverDrive","EBOOK",2022,4,13,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3288","Physical","Horizon","BOOK",2022,4,13,"The hammer of Thor / Rick Riordan.","","Riordan, Rick","Fantasy Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Homeless persons Fiction, Mythological fiction","Disney-Hyperion,","2016"
"3289","Digital","OverDrive","EBOOK",2022,4,13,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3290","Physical","Horizon","BOOK",2022,4,11,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical Comic books strips etc, Monsters Comic books strips etc, Titans Mythology Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"3291","Digital","OverDrive","AUDIOBOOK",2022,4,12,"The Hammer of Thor: Magnus Chase and the Gods of Asgard Series, Book 2 (unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3292","Physical","Horizon","BOOK",2022,4,12,"The demigod files / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2009"
"3293","Digital","OverDrive","EBOOK",2022,4,16,"The Lost Hero: The Heroes of Olympus Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3294","Physical","Horizon","BOOK",2022,4,12,"The son of Neptune / Rick Riordan.","","Riordan, Rick","Gaia Greek deity Juvenile fiction, Hera Greek deity Juvenile fiction, Neptune Roman deity Juvenile fiction, Camps Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2011"
"3295","Physical","Horizon","BOOK",2022,4,14,"The hidden oracle / Rick Riordan.","","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Mythological fiction","Disney-Hyperion,","2016"
"3296","Physical","Horizon","BOOK",2022,4,19,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"3297","Digital","OverDrive","EBOOK",2022,5,13,"The Dark Prophecy: Trials of Apollo Series, Book 2","9781368001014","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3298","Digital","OverDrive","AUDIOBOOK",2022,5,33,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged)","9780739345146","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2006"
"3299","Digital","OverDrive","AUDIOBOOK",2022,5,18,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged)","9780739329986","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2007"
"3300","Physical","Horizon","BOOK",2022,5,10,"The tyrant's tomb / Rick Riordan.","1484746449, 9781484746448","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Heroes Juvenile fiction, Fantasy fiction","Disney-Hyperion,","2019"
"3301","Physical","Horizon","BOOK",2022,5,11,"Percy Jackson & the Olympians. Book four, The battle of the Labyrinth : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Orpheus Collar and Antoine Dodé ; lettering by Chris Dickey.","1484782356, 1484786394, 9781484782354, 9781484786390","Riordan, Rick","Riordan Rick Battle of the Labyrinth Adaptations, Mythology Greek Comic books strips etc, Labyrinths Comic books strips etc, Camps Comic books strips etc, Monsters Comic books strips etc, Animals Mythical Comic books strips etc, Titans Mythology Comic books strips etc, Comics adaptations, Graphic novels","Disney-Hyperion,","2018"
"3302","Physical","Horizon","BOOK",2022,5,12,"Camp Jupiter classified : a probatio's journal / Rick Riordan.","136802405X, 9781368024051, 9781368056205","Riordan, Rick","Mythology Roman Juvenile fiction, Camps Juvenile fiction, Diaries Juvenile fiction, Mythology Roman Fiction, Camps Fiction, Diaries Fiction, Fantasy fiction, Fantasy fiction, Diary fiction","Disney-Hyperion,","2020"
"3303","Physical","Horizon","BOOK",2022,5,16,"The last Olympian / Rick Riordan.","1423101472, 9781423101475","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2009"
"3304","Physical","Horizon","BOOK",2022,5,11,"The lost hero / Rick Riordan.","142311339X, 9781423113393","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"3305","Physical","Horizon","BOOK",2022,5,12,"The burning maze / Rick Riordan.","1484746430, 9781484746431","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Oracles Juvenile fiction","Disney-Hyperion,","2018"
"3306","Digital","OverDrive","AUDIOBOOK",2022,5,20,"The Blood of Olympus: The Heroes of Olympus Series, Book 5 (unabridged)","9780804193757","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2014"
"3307","Physical","Horizon","BOOK",2022,5,21,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","1423116968, 1423117107, 9781423116967, 9781423117100","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"3308","Digital","OverDrive","EBOOK",2022,5,18,"The Red Pyramid: The Kane Chronicles, Book 1","9781423142492","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3309","Digital","OverDrive","EBOOK",2022,5,15,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","9781423131892","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3310","Digital","OverDrive","EBOOK",2022,5,24,"Daughter of the Deep","9781368077941","Rick Riordan","Juvenile Fiction, Suspense","Disney Digital Books","2021"
"3311","Digital","OverDrive","AUDIOBOOK",2022,5,16,"The Hidden Oracle: The Trials of Apollo Series, Book 1 (unabridged)","9780451485229","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"3312","Digital","OverDrive","EBOOK",2022,5,12,"The Lost Hero: The Heroes of Olympus Series, Book 1","9781423145400","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3313","Physical","Horizon","BOOK",2022,5,17,"Daughter of the deep / by Rick Riordan; [illustrated by Lavanya Naidu].","1368077927, 9781368077927, 9781368077941","Riordan, Rick","Underwater exploration Juvenile fiction, Marine sciences Juvenile fiction, High schools Fiction, Schools Juvenile fiction, Characters and characteristics in literature Juvenile fiction, Orphans Juvenile fiction, East Indian Americans Juvenile fiction, Adventure and adventurers Fiction, Underwater exploration Fiction, Marine sciences Fiction, High schools Fiction, Schools Fiction, Characters in literature Fiction, Orphans Fiction, East Indian Americans Fiction, Action and adventure fiction","Disney Hyperion,","2021"
"3314","Physical","Horizon","BOOK",2022,5,18,"The Titan's curse / Rick Riordan.","1423101456, 9781423101451","Riordan, Rick","Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Miramax Books / Hyperion Books for Children,","2007"
"3315","Digital","OverDrive","AUDIOBOOK",2022,5,12,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged)","9780739364772","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2008"
"3316","Physical","Horizon","BOOK",2022,5,20,"The sea of monsters / Rick Riordan.","0786856866, 9780786856862","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"3317","Digital","OverDrive","EBOOK",2022,5,11,"The Serpent's Shadow: The Kane Chronicles, Book 3","9781423163275","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2014"
"3318","Physical","Horizon","BOOK",2022,5,13,"The lightning thief / Rick Riordan ; illustrated by John Rocco.","1484787781, 9781484787786","Riordan, Rick","Jackson Percy Fictitious character Juvenile fiction, Zeus Greek deity Juvenile fiction, Poseidon Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Fathers and sons Juvenile fiction, Fantasy fiction","Disney/Hyperion,","2018"
"3319","Physical","Horizon","BOOK",2022,5,12,"The mark of Athena / Rick Riordan.","1423140605, 9781423140603","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Mythological fiction","Disney-Hyperion Books,","2012"
"3320","Digital","OverDrive","EBOOK",2022,5,12,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","9781423131991","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"3321","Digital","OverDrive","EBOOK",2022,5,12,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","9781484758601","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"3322","Physical","Horizon","BOOK",2022,5,13,"The hidden oracle / Rick Riordan.","148473274X, 9781484732748","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Mythological fiction","Disney-Hyperion,","2016"
